sample-1,sample-10,sample-11,sample-13,sample-14,sample-16,sample-18,sample-20,sample-22,sample-23,sample-27,sample-3,sample-4,sample-6,sample-7,sample-9,avg_count
468.856947296372,360.719874804382,882.352941176471,1069.41838649156,483.076923076924,827.91586998088,103.282626100881,431.524547803618,513.924050632912,1391.03013314646,417.406749555951,595.934959349594,419.03300076746,778.396436525614,898.903775883071,1113.68421052632,672.216339569904
1954.14099931554,1375.58685446009,550.511508951407,647.279549718575,1243.07692307693,976.418100701084,2234.58767013611,697.674418604652,730.379746835443,1299.22915206727,351.687388987567,861.788617886179,995.395241749809,693.763919821827,305.724725943971,450.526315789474,960.485695877871
28.062970568104,25.039123630673,49.8721227621484,16.8855534709193,3.07692307692308,31.8674314850223,7.20576461168936,23.2558139534884,24.0506329113924,44.8493342676945,1.77619893428064,22.7642276422764,29.1634689178818,25.6124721603564,37.7588306942753,56.8421052631579,26.7551858968927
34.9075975359343,29.7339593114241,23.6572890025575,13.1332082551595,12.3076923076923,65.646908859146,235.388310648519,40.0516795865633,18.9873417721519,56.0616678346181,35.5239786856128,20.3252032520325,100.537221795856,13.3630289532294,9.74421437271622,42.1052631578948,46.9671603331943
241.615331964408,173.708920187794,276.854219948849,223.264540337711,501.538461538463,175.908221797323,321.056845476382,72.3514211886306,62.0253164556963,167.484232655922,67.4955595026644,71.5447154471545,125.095932463546,71.2694877505569,583.434835566383,138.947368421053,204.599713168908
8232.71731690623,8329.42097026605,7810.74168797955,21512.1951219512,5163.07692307693,9514.97769279797,8133.70696557246,5484.49612403101,4663.29113924051,10144.3587946741,3401.42095914743,5520.32520325203,6475.05755947813,5693.76391982183,8102.31425091353,8130.52631578948,7894.52443405616
140.999315537303,125.195618153365,86.9565217391305,161.350844277674,24.6153846153846,66.2842574888464,186.549239391513,76.2273901808786,54.4303797468355,135.949544498949,87.0337477797513,76.4227642276423,97.4673829623945,34.521158129176,216.808769792936,58.9473684210526,101.859980433927
362.080766598221,344.287949921753,472.506393861893,161.350844277674,215.384615384616,373.486297004461,142.514011208967,226.098191214471,354.430379746836,791.871058163981,81.7051509769095,743.90243902439,277.052954719877,585.746102449889,285.018270401949,343.157894736843,360.037082480796
15.0581793292265,30.5164319248826,17.9028132992327,35.6472795497186,3.07692307692308,12.1096239643085,17.6140912730184,10.3359173126615,8.86075949367089,21.7238962859145,3.55239786856128,4.06504065040651,12.279355333845,7.79510022271715,49.9390986601706,18.9473684210527,16.8390172916444
43.1211498973306,33.6463223787168,13.4271099744246,5.62851782363978,24.6153846153847,20.3951561504143,56.044835868695,27.1317829457365,22.7848101265823,27.3300630693763,17.7619893428064,61.7886178861788,33.0007674597084,23.3853006681515,7.30816077953715,2.10526315789474,26.2172020090361
73.2375085557837,48.5133020344288,37.0843989769821,43.1519699812384,307.692307692308,73.2950924155513,136.909527622098,20.671834625323,15.1898734177215,60.9670637701472,40.8525754884547,18.6991869918699,54.489639293937,22.271714922049,29.2326431181486,46.3157894736843,64.2859017737328
