sample-80,sample-81,sample-82,sample-84,sample-85,sample-86,sample-87,sample-91,avg_count
1402.95358649789,860.788863109049,696.561024949427,933.023255813954,1340.27777777778,1164.57680250784,1704.57209847597,1295.77464788733,1174.8160071274
1138.18565400844,1388.63109048724,1267.0262980445,1431.62790697675,1504.05092592593,697.492163009405,1897.42086752638,790.297339593115,1264.34153069647
146.62447257384,66.1252900232018,51.2474713418746,66.9767441860466,89.6990740740741,80.7210031347963,79.1324736225089,21.9092331768388,75.3044702666476
28.4810126582279,29.0023201856149,43.8300741739717,18.6046511627907,33.5648148148148,21.9435736677116,55.6858147713952,26.60406885759,32.2145412865146
742.616033755275,323.665893271462,191.503708698584,138.604651162791,357.638888888889,57.9937304075236,521.101992966003,20.3442879499218,294.183648387556
5586.49789029536,4861.94895591647,3243.42548887391,4679.06976744186,6403.93518518519,3323.66771159875,6858.14771395076,8278.56025039124,5404.40662045669
64.3459915611815,15.0812064965197,42.4814565070802,55.8139534883722,72.9166666666667,15.6739811912226,91.4419695193435,9.38967136150236,45.8931120989861
1061.18143459916,1213.45707656613,919.082939986514,659.534883720931,1209.49074074074,815.047021943574,1375.14654161782,1766.82316118936,1127.47047504553
1.05485232067511,1.16009280742459,7.4173971679029,3.72093023255815,5.78703703703704,10.1880877742947,6.44783118405627,14.0845070422535,6.23259194577528
6.32911392405065,34.8027842227378,20.9035738368173,34.4186046511628,26.0416666666667,4.70219435736677,28.7221570926143,7.8247261345853,20.4681026107502
244.725738396625,149.651972157772,99.1233985165207,129.302325581395,114.00462962963,78.3699059561129,146.541617819461,46.9483568075118,126.083493108129
