sample-12,sample-15,sample-21,sample-25,sample-26,sample-32,sample-5,avg_count
102.068965517241,437.926330150068,802.900461437047,876.273653566231,740.041928721175,363.994743758213,1177.58784425451,642.970561057784
2064.13793103448,1436.56207366985,1091.62821357943,793.30422125182,1597.48427672956,1507.22733245729,1969.13580246914,1494.21140731308
6.20689655172415,15.6889495225102,34.278180619644,23.2896652110626,15.3738644304682,18.3968462549277,13.7701804368471,18.1435118610263
193.103448275862,43.656207366985,74.4891232696111,17.467248908297,46.8204053109714,72.2733245729304,33.2383665716999,68.7211606109081
228.96551724138,229.195088676671,135.794330916282,269.286754002912,486.373165618449,118.26544021025,151.946818613486,231.403873611347
7297.93103448276,7199.86357435198,9601.84574818722,7933.04221251821,8940.60097833683,7990.80157687254,10603.0389363723,8509.58915158883
146.896551724138,104.365620736698,83.0586684245221,78.6026200873363,126.484975541579,94.6123521681998,82.6210826210827,102.377410186222
185.51724137931,399.727148703956,793.671720500989,672.489082969432,714.185883997205,244.415243101183,988.603988603989,571.230044179438
36.5517241379311,19.781718963165,9.88793671720501,24.745269286754,22.3619846261356,23.65308804205,11.3960113960114,21.1968190241789
45.5172413793104,23.1923601637108,45.4845088991431,16.0116448326055,36.3382250174703,59.1327201051249,70.7502374169042,42.3467054020384
102.068965517241,66.8485675306958,44.825313117996,34.9344978165939,41.2299091544375,44.6780551905388,62.6780626780627,56.7519101436523
