sample-15,sample-23,sample-10,sample-5,sample-85,sample-6,sample-81,sample-3,sample-86,sample-80,sample-84,sample-25,sample-87,sample-13,sample-1,sample-16,sample-9,sample-26,sample-11,sample-91,sample-82,sample-4,sample-7,sample-12,sample-21,sample-18,sample-27,sample-20,sample-32,sample-22,sample-14,avg_count
437.926330150068,1391.03013314646,360.719874804382,1177.58784425451,1340.27777777778,778.396436525614,860.788863109049,595.934959349594,1164.57680250784,1402.95358649789,933.023255813954,876.273653566231,1704.57209847597,1069.41838649156,468.856947296372,827.91586998088,1113.68421052632,740.041928721175,882.352941176471,1295.77464788733,696.561024949427,419.03300076746,898.903775883071,102.068965517241,802.900461437047,103.282626100881,417.406749555951,431.524547803618,363.994743758213,513.924050632912,483.076923076924,795.315594114264
1436.56207366985,1299.22915206727,1375.58685446009,1969.13580246914,1504.05092592593,693.763919821827,1388.63109048724,861.788617886179,697.492163009405,1138.18565400844,1431.62790697675,793.30422125182,1897.42086752638,647.279549718575,1954.14099931554,976.418100701084,450.526315789474,1597.48427672956,550.511508951407,790.297339593115,1267.0262980445,995.395241749809,305.724725943971,2064.13793103448,1091.62821357943,2234.58767013611,351.687388987567,697.674418604652,1507.22733245729,730.379746835443,1243.07692307693,1159.41881389707
15.6889495225102,44.8493342676945,25.039123630673,13.7701804368471,89.6990740740741,25.6124721603564,66.1252900232018,22.7642276422764,80.7210031347963,146.62447257384,66.9767441860466,23.2896652110626,79.1324736225089,16.8855534709193,28.062970568104,31.8674314850223,56.8421052631579,15.3738644304682,49.8721227621484,21.9092331768388,51.2474713418746,29.1634689178818,37.7588306942753,6.20689655172415,34.278180619644,7.20576461168936,1.77619893428064,23.2558139534884,18.3968462549277,24.0506329113924,3.07692307692308,37.3394619196983
43.656207366985,56.0616678346181,29.7339593114241,33.2383665716999,33.5648148148148,13.3630289532294,29.0023201856149,20.3252032520325,21.9435736677116,28.4810126582279,18.6046511627907,17.467248908297,55.6858147713952,13.1332082551595,34.9075975359343,65.646908859146,42.1052631578948,46.8204053109714,23.6572890025575,26.60406885759,43.8300741739717,100.537221795856,9.74421437271622,193.103448275862,74.4891232696111,235.388310648519,35.5239786856128,40.0516795865633,72.2733245729304,18.9873417721519,12.3076923076923,48.0722264483736
229.195088676671,167.484232655922,173.708920187794,151.946818613486,357.638888888889,71.2694877505569,323.665893271462,71.5447154471545,57.9937304075236,742.616033755275,138.604651162791,269.286754002912,521.101992966003,223.264540337711,241.615331964408,175.908221797323,138.947368421053,486.373165618449,276.854219948849,20.3442879499218,191.503708698584,125.095932463546,583.434835566383,228.96551724138,135.794330916282,321.056845476382,67.4955595026644,72.3514211886306,118.26544021025,62.0253164556963,501.538461538463,233.770700422013
7199.86357435198,10144.3587946741,8329.42097026605,10603.0389363723,6403.93518518519,5693.76391982183,4861.94895591647,5520.32520325203,3323.66771159875,5586.49789029536,4679.06976744186,7933.04221251821,6858.14771395076,21512.1951219512,8232.71731690623,9514.97769279797,8130.52631578948,8940.60097833683,7810.74168797955,8278.56025039124,3243.42548887391,6475.05755947813,8102.31425091353,7297.93103448276,9601.84574818722,8133.70696557246,3401.42095914743,5484.49612403101,7990.80157687254,4663.29113924051,5163.07692307693,7390.79896676367
104.365620736698,135.949544498949,125.195618153365,82.6210826210827,72.9166666666667,34.521158129176,15.0812064965197,76.4227642276423,15.6739811912226,64.3459915611815,55.8139534883722,78.6026200873363,91.4419695193435,161.350844277674,140.999315537303,66.2842574888464,58.9473684210526,126.484975541579,86.9565217391305,9.38967136150236,42.4814565070802,97.4673829623945,216.808769792936,146.896551724138,83.0586684245221,186.549239391513,87.0337477797513,76.2273901808786,94.6123521681998,54.4303797468355,24.6153846153846,87.533756614138
399.727148703956,791.871058163981,344.287949921753,988.603988603989,1209.49074074074,585.746102449889,1213.45707656613,743.90243902439,815.047021943574,1061.18143459916,659.534883720931,672.489082969432,1375.14654161782,161.350844277674,362.080766598221,373.486297004461,343.157894736843,714.185883997205,472.506393861893,1766.82316118936,919.082939986514,277.052954719877,285.018270401949,185.51724137931,793.671720500989,142.514011208967,81.7051509769095,226.098191214471,244.415243101183,354.430379746836,215.384615384616,605.773142881065
19.781718963165,21.7238962859145,30.5164319248826,11.3960113960114,5.78703703703704,7.79510022271715,1.16009280742459,4.06504065040651,10.1880877742947,1.05485232067511,3.72093023255815,24.745269286754,6.44783118405627,35.6472795497186,15.0581793292265,12.1096239643085,18.9473684210527,22.3619846261356,17.9028132992327,14.0845070422535,7.4173971679029,12.279355333845,49.9390986601706,36.5517241379311,9.88793671720501,17.6140912730184,3.55239786856128,10.3359173126615,23.65308804205,8.86075949367089,3.07692307692308,15.0858950129602
23.1923601637108,27.3300630693763,33.6463223787168,70.7502374169042,26.0416666666667,23.3853006681515,34.8027842227378,61.7886178861788,4.70219435736677,6.32911392405065,34.4186046511628,16.0116448326055,28.7221570926143,5.62851782363978,43.1211498973306,20.3951561504143,2.10526315789474,36.3382250174703,13.4271099744246,7.8247261345853,20.9035738368173,33.0007674597084,7.30816077953715,45.5172413793104,45.4845088991431,56.044835868695,17.7619893428064,27.1317829457365,59.1327201051249,22.7848101265823,24.6153846153847,28.3757093820919
